views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
502832,42,1176,1,29,TEDGlobal 2011,Charles Hazlewood,Charles Hazlewood: Trusting the ensemble,Conductor,Trusting the ensemble,"Conductor Charles Hazlewood talks about the role of trust in musical leadership -- then shows how it works, as he conducts the Scottish Ensemble onstage. He also shares clips from two musical projects: the opera ""U-Carmen eKhayelitsha"" and the ParaOrchestra."
2901853,252,1109,1,38,TEDGlobal 2011,Alison Gopnik,Alison Gopnik: What do babies think?,Child development psychologist,What do babies think?,"Babies and young children are like the R&D division of the human species, says psychologist Alison Gopnik. Her research explores the sophisticated intelligence-gathering and decision-making that babies are really doing when they play."
576592,58,341,1,34,TEDGlobal 2011,Ian Ritchie,Ian Ritchie: The day I turned down Tim Berners-Lee,Software entrepreneur,The day I turned down Tim Berners-Lee,"Imagine it's late 1990, and you've just met a nice young man named Tim Berners-Lee, who starts telling you about his proposed system called the World Wide Web. Ian Ritchie was there. And ... he didn't buy it. A short story about information, connectivity and learning from mistakes."
16861578,561,1130,1,39,TEDGlobal 2011,Pamela Meyer,Pamela Meyer: How to spot a liar,Lie detector,How to spot a liar,"On any given day we're lied to from 10 to 200 times, and the clues to detect those lie can be subtle and counter-intuitive. Pamela Meyer, author of Liespotting, shows the manners and ""hotspots"" used by those trained to recognize deception -- and she argues honesty is a value worth preserving."
1426518,259,450,1,33,TEDGlobal 2011,Jae Rhim Lee,Jae Rhim Lee: My mushroom burial suit,Artist,My mushroom burial suit,"Here's a powerful provocation from artist Jae Rhim Lee. Can we commit our bodies to a cleaner, greener Earth, even after death? Naturally -- using a special burial suit seeded with pollution-gobbling mushrooms. Yes, this just might be the strangest TEDTalk you'll ever see ..."
3630894,359,1147,1,45,TEDGlobal 2011,Bunker Roy,Bunker Roy: Learning from a barefoot movement,Educator,Learning from a barefoot movement,"In Rajasthan, India, an extraordinary school teaches rural women and men -- many of them illiterate -- to become solar engineers, artisans, dentists and doctors in their own villages. It's called the Barefoot College, and its founder, Bunker Roy, explains how it works."
1048905,301,765,1,29,TEDGlobal 2011,Justin Hall-Tipping,Justin Hall-Tipping: Freeing energy from the grid,Science entrepreneur,Freeing energy from the grid,"What would happen if we could generate power from our windowpanes? In this moving talk, entrepreneur Justin Hall-Tipping shows the materials that could make that possible, and how questioning our notion of 'normal' can lead to extraordinary breakthroughs."
841471,84,1131,1,23,TEDGlobal 2011,Todd Kuiken,"Todd Kuiken: A prosthetic arm that ""feels""",Biomedical engineer,"A prosthetic arm that ""feels""","Physiatrist and engineer Todd Kuiken is building a prosthetic arm that connects with the human nervous system -- improving motion, control and even feeling. Onstage, patient Amanda Kitts helps demonstrate this next-gen robotic arm."
729857,148,259,1,34,TEDGlobal 2011,Nathalie Miebach,Nathalie Miebach: Art made of storms,Artist,Art made of storms,Artist Nathalie Miebach takes weather data from massive storms and turns it into complex sculptures that embody the forces of nature and time. These sculptures then become musical scores for a string quartet to play.
2487499,1058,1014,1,40,TEDGlobal 2011,Richard Wilkinson,Richard Wilkinson: How economic inequality harms societies,Public health researcher,How economic inequality harms societies,"We feel instinctively that societies with huge income gaps are somehow going wrong. Richard Wilkinson charts the hard data on economic inequality, and shows what gets worse when rich and poor are too far apart: real effects on health, lifespan, even such basic values as trust."
1067460,311,900,1,34,TEDGlobal 2011,Malcolm Gladwell,Malcolm Gladwell: The strange tale of the Norden bombsight,Writer,The strange tale of the Norden bombsight,"Master storyteller Malcolm Gladwell tells the tale of the Norden bombsight, a groundbreaking piece of World War II technology with a deeply unexpected result."
822884,138,870,1,36,TEDGlobal 2011,Hasan Elahi,"Hasan Elahi: FBI, here I am!",Privacy artist,"FBI, here I am!","After he ended up on a watch list by accident, Hasan Elahi was advised by his local FBI agents to let them know when he was traveling. He did that and more ... much more."
1529057,310,994,1,37,TEDGlobal 2011,Paul Zak,"Paul Zak: Trust, morality -- and oxytocin?",Neuroeconomist,"Trust, morality -- and oxytocin?","What drives our desire to behave morally? Neuroeconomist Paul Zak shows why he believes oxytocin (he calls it ""the moral molecule"") is responsible for trust, empathy and other feelings that help build a stable society. NOTE: Research and statements in this talk have been challenged by other scientists working in this field."
924764,106,578,1,31,TEDGlobal 2011,Anna Mracek Dietrich,Anna Mracek Dietrich: A plane you can drive,Inventor,A plane you can drive,"A flying car -- it's an iconic image of the future. But after 100 years of flight and automotive engineering, no one has really cracked the problem. Pilot Anna Mracek Dietrich and her team flipped the question, asking: Why not build a plane that you can drive?"
1736183,250,1199,1,30,TEDGlobal 2011,Daniel Wolpert,Daniel Wolpert: The real reason for brains,Movement expert,The real reason for brains,"Neuroscientist Daniel Wolpert starts from a surprising premise: the brain evolved, not to think or feel, but to control movement. In this entertaining, data-rich talk he gives us a glimpse into how the brain creates the grace and agility of human motion."
1042789,93,344,1,43,TEDGlobal 2011,Marco Tempest,"Marco Tempest: Augmented reality, techno-magic",Techno-illusionist,"Augmented reality, techno-magic","Using sleight-of-hand techniques and charming storytelling, illusionist Marco Tempest brings a jaunty stick figure to life onstage at TEDGlobal."
777463,104,470,1,37,TEDGlobal 2011,Aparna Rao,Aparna Rao: High-tech art (with a sense of humor),Artist,High-tech art (with a sense of humor),"Artist and TED Fellow Aparna Rao re-imagines the familiar in surprising, often humorous ways. With her collaborator Soren Pors, Rao creates high-tech art installations -- a typewriter that sends emails, a camera that tracks you through the room only to make you invisible on screen -- that put a playful spin on ordinary objects and interactions."
487006,93,740,1,32,TEDGlobal 2011,Ben Kacyra,Ben Kacyra: Ancient wonders captured in 3D,Digital preservationist,Ancient wonders captured in 3D,"Ancient monuments give us clues to astonishing past civilizations -- but they're under threat from pollution, war, neglect. Ben Kacyra, who invented a groundbreaking 3D scanning system, is using his invention to scan and preserve the world's heritage in archival detail. (Watch to the end for a little demo.)"
1033748,104,921,1,35,TEDGlobal 2011,Allan Jones,Allan Jones: A map of the brain,Brain scientist,A map of the brain,"How can we begin to understand the way the brain works? The same way we begin to understand a city: by making a map. In this visually stunning talk, Allan Jones shows how his team is mapping which genes are turned on in each tiny region, and how it all connects up."
7900891,120,888,1,30,TEDGlobal 2011,Yves Rossy,Yves Rossy: Fly with the Jetman,Jetman,Fly with the Jetman,"Strapped to a jet-powered wing, Yves Rossy is the Jetman -- flying free, his body as the rudder, above the Swiss Alps and the Grand Canyon. After a powerful short film shows how it works, Rossy takes the TEDGlobal stage to share the experience and thrill of flying."
847439,196,983,1,29,TEDGlobal 2011,Cynthia Kenyon,Cynthia Kenyon: Experiments that hint of longer lives,"Biochemist, geneticist",Experiments that hint of longer lives,"What controls aging? Biochemist Cynthia Kenyon has found a simple genetic mutation that can double the lifespan of a simple worm, C. elegans. The lessons from that discovery, and others, are pointing to how we might one day significantly extend youthful human life."
670245,160,518,1,35,TEDGlobal 2011,Robin Ince,Robin Ince: Science versus wonder?,Comedian,Science versus wonder?,"Does science ruin the magic of life? In this grumpy but charming monologue, Robin Ince makes the argument against. The more we learn about the astonishing behavior of the universe -- the more we stand in awe."
558524,103,316,1,34,TEDGlobal 2011,Péter Fankhauser,"Péter Fankhauser: Meet Rezero, the dancing ballbot",Roboticist,"Meet Rezero, the dancing ballbot","Engineering student Péter Fankhauser demonstrates Rezero, a robot that balances on a ball. Designed and built by students, Rezero is the first ballbot made to move quickly and gracefully -- and even dance. (Could the Star Wars sphere droid be real? Watch this and judge.)"
1757711,217,1006,1,37,TEDGlobal 2011,Annie Murphy Paul,Annie Murphy Paul: What we learn before we're born,Science author,What we learn before we're born,Pop quiz: When does learning begin? Answer: Before we are born. Science writer Annie Murphy Paul talks through new research that shows how much we learn in the womb -- from the lilt of our native language to our soon-to-be-favorite foods.
